path,label
archive\iam_words\words\c04\c04-035\c04-035-06-06.png,through
archive\iam_words\words\c06\c06-011\c06-011-02-00.png,to
archive\iam_words\words\d05\d05-021\d05-021-05-01.png,.
archive\iam_words\words\a05\a05-048\a05-048-07-05.png,considered
archive\iam_words\words\c06\c06-005\c06-005-00-08.png,are
archive\iam_words\words\c06\c06-095\c06-095-01-05.png,be
archive\iam_words\words\e02\e02-018\e02-018-01-00.png,end
archive\iam_words\words\b06\b06-042\b06-042-04-02.png,writing
archive\iam_words\words\a06\a06-075\a06-075-07-03.png,""""
archive\iam_words\words\d03\d03-117\d03-117-05-09.png,Stone
archive\iam_words\words\e04\e04-103\e04-103-06-07.png,the
archive\iam_words\words\d06\d06-076\d06-076-00-01.png,we
archive\iam_words\words\a06\a06-057\a06-057-04-03.png,one
archive\iam_words\words\a03\a03-066\a03-066-03-03.png,worth
archive\iam_words\words\a06\a06-057\a06-057-02-08.png,was
archive\iam_words\words\b05\b05-074\b05-074-00-06.png,of
archive\iam_words\words\e02\e02-094\e02-094-00-01.png,","
archive\iam_words\words\c03\c03-094a\c03-094a-08-06.png,with
archive\iam_words\words\a02\a02-098\a02-098-06-03.png,and
archive\iam_words\words\e07\e07-000\e07-000-02-09.png,or
archive\iam_words\words\c04\c04-035\c04-035-07-02.png,hoops
archive\iam_words\words\e02\e02-100\e02-100-00-08.png,","
archive\iam_words\words\b04\b04-140\b04-140-08-01.png,freedom
archive\iam_words\words\b06\b06-045\b06-045-01-07.png,movement
archive\iam_words\words\c02\c02-012\c02-012-04-02.png,.
archive\iam_words\words\b04\b04-195\b04-195-03-05.png,Farming
archive\iam_words\words\a05\a05-048\a05-048-01-00.png,evident
archive\iam_words\words\a01\a01-063x\a01-063x-05-03.png,.
archive\iam_words\words\b01\b01-079\b01-079-10-06.png,the
archive\iam_words\words\a02\a02-024\a02-024-05-05.png,hundreds
archive\iam_words\words\e01\e01-032\e01-032-01-00.png,threads
archive\iam_words\words\c03\c03-007e\c03-007e-02-07.png,The
archive\iam_words\words\d05\d05-025\d05-025-04-02.png,in
archive\iam_words\words\e02\e02-094\e02-094-08-03.png,never
archive\iam_words\words\b04\b04-054\b04-054-02-08.png,be
archive\iam_words\words\e02\e02-018\e02-018-02-03.png,","
archive\iam_words\words\d06\d06-107\d06-107-00-03.png,little
archive\iam_words\words\c06\c06-095\c06-095-03-05.png,scheming
archive\iam_words\words\a05\a05-104\a05-104-08-04.png,religion
archive\iam_words\words\c04\c04-170\c04-170-00-00.png,Shelagh
archive\iam_words\words\c04\c04-122\c04-122-05-02.png,Corporation
archive\iam_words\words\d01\d01-085\d01-085-05-03.png,common
archive\iam_words\words\b04\b04-020\b04-020-02-01.png,","
archive\iam_words\words\a03\a03-011\a03-011-07-04.png,Belgrade
archive\iam_words\words\a05\a05-089\a05-089-10-00.png,Defence
archive\iam_words\words\d06\d06-072\d06-072-04-02.png,It
archive\iam_words\words\a02\a02-082\a02-082-06-05.png,last
archive\iam_words\words\c02\c02-056\c02-056-03-02.png,Geschichten
archive\iam_words\words\d01\d01-104\d01-104-02-00.png,the
archive\iam_words\words\a01\a01-117u\a01-117u-09-07.png,#
archive\iam_words\words\a05\a05-084\a05-084-03-05.png,down
archive\iam_words\words\c02\c02-000\c02-000-00-03.png,of
archive\iam_words\words\c04\c04-008\c04-008-02-07.png,Frankie
archive\iam_words\words\a04\a04-035\a04-035-09-02.png,their
archive\iam_words\words\a06\a06-152\a06-152-10-01.png,a
archive\iam_words\words\d01\d01-098\d01-098-04-03.png,it
archive\iam_words\words\e01\e01-055\e01-055-05-06.png,realised
archive\iam_words\words\b02\b02-097\b02-097-04-04.png,Federal
archive\iam_words\words\c03\c03-096b\c03-096b-07-06.png,.
archive\iam_words\words\d06\d06-011\d06-011-01-04.png,fear
archive\iam_words\words\c03\c03-016d\c03-016d-10-01.png,.
archive\iam_words\words\a01\a01-122\a01-122-07-08.png,on
archive\iam_words\words\c02\c02-082\c02-082-05-05.png,In
archive\iam_words\words\b04\b04-181\b04-181-02-06.png,like
archive\iam_words\words\d06\d06-000\d06-000-05-07.png,original
archive\iam_words\words\a06\a06-008\a06-008-02-03.png,Why
archive\iam_words\words\b06\b06-075\b06-075-02-02.png,within
archive\iam_words\words\a01\a01-003u\a01-003u-04-00.png,be
archive\iam_words\words\a03\a03-040\a03-040-06-04.png,cent
archive\iam_words\words\c03\c03-021a\c03-021a-07-02.png,forlorn
archive\iam_words\words\d06\d06-111\d06-111-03-08.png,can
archive\iam_words\words\c06\c06-031\c06-031-07-00.png,much
archive\iam_words\words\b01\b01-079\b01-079-02-02.png,belongs
archive\iam_words\words\c03\c03-021c\c03-021c-03-06.png,much
archive\iam_words\words\a03\a03-011\a03-011-06-05.png,Algeria
archive\iam_words\words\a04\a04-031\a04-031-07-07.png,gave
archive\iam_words\words\d04\d04-121\d04-121-05-03.png,the
archive\iam_words\words\c03\c03-007b\c03-007b-05-02.png,the
archive\iam_words\words\b01\b01-004\b01-004-06-06.png,matter
archive\iam_words\words\c06\c06-111\c06-111-04-00.png,Studies
archive\iam_words\words\d01\d01-085\d01-085-03-05.png,would
archive\iam_words\words\b04\b04-195\b04-195-06-03.png,knowledge
archive\iam_words\words\a02\a02-067\a02-067-01-02.png,be
archive\iam_words\words\c06\c06-128\c06-128-03-02.png,Jun.
archive\iam_words\words\b04\b04-040\b04-040-05-01.png,not
archive\iam_words\words\d04\d04-058\d04-058-00-00.png,And
archive\iam_words\words\c03\c03-016c\c03-016c-00-01.png,there
archive\iam_words\words\c03\c03-021e\c03-021e-03-03.png,maternal
archive\iam_words\words\c03\c03-096f\c03-096f-02-07.png,to
archive\iam_words\words\c06\c06-076\c06-076-00-04.png,report
archive\iam_words\words\a06\a06-147\a06-147-04-12.png,such
archive\iam_words\words\d06\d06-056\d06-056-01-00.png,a
archive\iam_words\words\a02\a02-078\a02-078-04-05.png,vicious
archive\iam_words\words\e04\e04-038\e04-038-02-02.png,the
archive\iam_words\words\b01\b01-027\b01-027-08-03.png,Royal
archive\iam_words\words\c03\c03-016b\c03-016b-03-05.png,surroundings
archive\iam_words\words\c04\c04-056\c04-056-06-00.png,the
archive\iam_words\words\c03\c03-007b\c03-007b-05-04.png,","
archive\iam_words\words\a01\a01-049\a01-049-09-06.png,received
archive\iam_words\words\c03\c03-094b\c03-094b-08-04.png,and
archive\iam_words\words\c04\c04-017\c04-017-01-00.png,for
archive\iam_words\words\c03\c03-000f\c03-000f-07-02.png,and
archive\iam_words\words\c03\c03-084c\c03-084c-05-05.png,not
archive\iam_words\words\a01\a01-122u\a01-122u-08-00.png,the
archive\iam_words\words\b01\b01-136\b01-136-04-07.png,of
archive\iam_words\words\a04\a04-054\a04-054-06-04.png,depot
archive\iam_words\words\e06\e06-070\e06-070-05-03.png,be
archive\iam_words\words\c03\c03-000c\c03-000c-04-07.png,","
archive\iam_words\words\a04\a04-099\a04-099-05-05.png,British
archive\iam_words\words\d06\d06-008\d06-008-00-01.png,ridicule
archive\iam_words\words\e02\e02-000\e02-000-07-01.png,the
archive\iam_words\words\b03\b03-025\b03-025-05-01.png,across
archive\iam_words\words\a01\a01-122u\a01-122u-03-07.png,have
archive\iam_words\words\c02\c02-059\c02-059-08-04.png,an
archive\iam_words\words\c03\c03-084a\c03-084a-00-04.png,is
archive\iam_words\words\a01\a01-117u\a01-117u-05-02.png,swung
archive\iam_words\words\c03\c03-007b\c03-007b-00-04.png,Honey
archive\iam_words\words\a01\a01-043x\a01-043x-00-05.png,will
archive\iam_words\words\c03\c03-003b\c03-003b-04-07.png,vividly
archive\iam_words\words\d05\d05-040\d05-040-03-10.png,should
archive\iam_words\words\b01\b01-027\b01-027-05-01.png,.
archive\iam_words\words\a02\a02-090\a02-090-05-05.png,in
archive\iam_words\words\b06\b06-032\b06-032-06-05.png,1939
archive\iam_words\words\b05\b05-098\b05-098-01-06.png,why
archive\iam_words\words\a03\a03-009\a03-009-02-01.png,particular
archive\iam_words\words\c03\c03-003c\c03-003c-02-06.png,visual
archive\iam_words\words\c03\c03-003e\c03-003e-00-02.png,not
archive\iam_words\words\a02\a02-012\a02-012-01-05.png,Sir
archive\iam_words\words\a05\a05-084\a05-084-04-02.png,the
archive\iam_words\words\c03\c03-007f\c03-007f-02-08.png,shabby
archive\iam_words\words\d06\d06-008\d06-008-03-09.png,","
archive\iam_words\words\a03\a03-073\a03-073-04-00.png,have
archive\iam_words\words\d04\d04-037\d04-037-02-06.png,I
archive\iam_words\words\c04\c04-165\c04-165-02-06.png,through
archive\iam_words\words\b05\b05-032\b05-032-05-03.png,Travel
archive\iam_words\words\d04\d04-121\d04-121-02-02.png,to
archive\iam_words\words\a06\a06-100\a06-100-04-05.png,Our
archive\iam_words\words\b02\b02-102\b02-102-03-01.png,Berlin
archive\iam_words\words\a05\a05-029\a05-029-02-04.png,because
archive\iam_words\words\b06\b06-071\b06-071-09-03.png,following
archive\iam_words\words\d04\d04-047\d04-047-06-07.png,","
archive\iam_words\words\c03\c03-003a\c03-003a-03-03.png,","
archive\iam_words\words\c04\c04-017\c04-017-01-01.png,a
archive\iam_words\words\c06\c06-011\c06-011-04-05.png,pluckily
archive\iam_words\words\c04\c04-105\c04-105-03-01.png,saw
archive\iam_words\words\b04\b04-169\b04-169-01-00.png,contempt
archive\iam_words\words\c03\c03-081c\c03-081c-01-01.png,in
archive\iam_words\words\c03\c03-081c\c03-081c-06-00.png,Mr.
archive\iam_words\words\c03\c03-094f\c03-094f-02-01.png,palely
archive\iam_words\words\c04\c04-105\c04-105-02-03.png,seek
archive\iam_words\words\d06\d06-046\d06-046-06-07.png,girl
archive\iam_words\words\a02\a02-017\a02-017-04-06.png,month
archive\iam_words\words\b01\b01-062\b01-062-04-02.png,whose
archive\iam_words\words\d05\d05-040\d05-040-05-00.png,table
archive\iam_words\words\b04\b04-202\b04-202-06-06.png,with
archive\iam_words\words\d05\d05-008\d05-008-03-07.png,hopes
archive\iam_words\words\e04\e04-086\e04-086-00-06.png,on
archive\iam_words\words\d04\d04-111\d04-111-11-08.png,should
archive\iam_words\words\e04\e04-058\e04-058-03-08.png,these
archive\iam_words\words\a01\a01-020\a01-020-05-03.png,seeking
archive\iam_words\words\b05\b05-038\b05-038-01-00.png,the
archive\iam_words\words\a01\a01-026u\a01-026u-07-01.png,.
archive\iam_words\words\e06\e06-000\e06-000-03-07.png,that
archive\iam_words\words\a02\a02-042\a02-042-07-00.png,Accra
archive\iam_words\words\c02\c02-035\c02-035-04-10.png,","
archive\iam_words\words\b02\b02-045\b02-045-02-00.png,very
archive\iam_words\words\a02\a02-032\a02-032-02-05.png,and
archive\iam_words\words\c03\c03-084a\c03-084a-01-01.png,","
archive\iam_words\words\b04\b04-107\b04-107-02-02.png,","
archive\iam_words\words\b04\b04-134\b04-134-02-05.png,the
archive\iam_words\words\a01\a01-091u\a01-091u-07-05.png,had
archive\iam_words\words\c04\c04-110\c04-110-03-12.png,accountant
archive\iam_words\words\d04\d04-071\d04-071-07-05.png,.
archive\iam_words\words\b06\b06-015\b06-015-10-03.png,similar
archive\iam_words\words\d06\d06-008\d06-008-06-01.png,with
archive\iam_words\words\d01\d01-085\d01-085-01-09.png,The
archive\iam_words\words\a03\a03-037\a03-037-02-02.png,four
archive\iam_words\words\d04\d04-086\d04-086-02-07.png,the
archive\iam_words\words\b01\b01-027\b01-027-06-07.png,feudal
archive\iam_words\words\b06\b06-100\b06-100-04-00.png,young
archive\iam_words\words\d06\d06-104\d06-104-03-07.png,following
archive\iam_words\words\a01\a01-077\a01-077-06-05.png,He
archive\iam_words\words\c03\c03-003d\c03-003d-06-01.png,has
archive\iam_words\words\c03\c03-021e\c03-021e-05-03.png,a
archive\iam_words\words\b01\b01-079\b01-079-08-00.png,Mr.
archive\iam_words\words\c03\c03-003f\c03-003f-09-01.png,city
archive\iam_words\words\c06\c06-116\c06-116-02-01.png,glower
archive\iam_words\words\a06\a06-147\a06-147-04-08.png,way
archive\iam_words\words\a02\a02-072\a02-072-01-00.png,probably
archive\iam_words\words\a01\a01-043x\a01-043x-04-06.png,The
archive\iam_words\words\e04\e04-083\e04-083-03-05.png,to
archive\iam_words\words\a03\a03-080\a03-080-09-02.png,funds
archive\iam_words\words\d06\d06-060\d06-060-06-05.png,from
archive\iam_words\words\a01\a01-026x\a01-026x-00-01.png,Iain
archive\iam_words\words\a04\a04-099\a04-099-09-02.png,onerous
archive\iam_words\words\a03\a03-034\a03-034-01-05.png,The
archive\iam_words\words\a06\a06-036\a06-036-04-01.png,were
archive\iam_words\words\d06\d06-107\d06-107-09-01.png,does
archive\iam_words\words\d04\d04-089\d04-089-01-01.png,are
archive\iam_words\words\c04\c04-039\c04-039-05-06.png,held
archive\iam_words\words\a01\a01-096u\a01-096u-06-04.png,horrified
archive\iam_words\words\b01\b01-127\b01-127-08-04.png,ever
archive\iam_words\words\d01\d01-085\d01-085-03-08.png,out
archive\iam_words\words\e01\e01-113\e01-113-05-05.png,as
archive\iam_words\words\a01\a01-107u\a01-107u-07-08.png,.
archive\iam_words\words\b05\b05-083\b05-083-00-05.png,","
archive\iam_words\words\d06\d06-008\d06-008-04-02.png,of
archive\iam_words\words\a03\a03-043\a03-043-03-06.png,for
archive\iam_words\words\e04\e04-034\e04-034-06-09.png,decorated
archive\iam_words\words\a06\a06-014\a06-014-09-04.png,at
archive\iam_words\words\c03\c03-096a\c03-096a-03-03.png,spite
archive\iam_words\words\a04\a04-000\a04-000-04-02.png,","
archive\iam_words\words\c03\c03-000c\c03-000c-04-04.png,of
archive\iam_words\words\b06\b06-032\b06-032-01-00.png,American
archive\iam_words\words\b02\b02-045\b02-045-03-12.png,It
archive\iam_words\words\c03\c03-096d\c03-096d-01-05.png,The
archive\iam_words\words\a01\a01-122\a01-122-04-03.png,The
archive\iam_words\words\c06\c06-058\c06-058-00-06.png,brilliantly
archive\iam_words\words\c04\c04-050\c04-050-01-04.png,on
archive\iam_words\words\a01\a01-096u\a01-096u-06-00.png,Conservative
archive\iam_words\words\a05\a05-053\a05-053-00-03.png,it
archive\iam_words\words\e02\e02-100\e02-100-06-00.png,not
archive\iam_words\words\a01\a01-014u\a01-014u-01-01.png,the
archive\iam_words\words\a04\a04-072\a04-072-01-04.png,to
archive\iam_words\words\a03\a03-017\a03-017-03-04.png,legal
archive\iam_words\words\c03\c03-021e\c03-021e-08-01.png,and
archive\iam_words\words\e01\e01-014\e01-014-05-02.png,fell
archive\iam_words\words\b01\b01-118\b01-118-08-01.png,stock
archive\iam_words\words\b06\b06-056\b06-056-05-06.png,way
archive\iam_words\words\a06\a06-057\a06-057-03-08.png,talk
archive\iam_words\words\e06\e06-037\e06-037-03-06.png,daylight
archive\iam_words\words\a01\a01-020\a01-020-07-06.png,of
archive\iam_words\words\a02\a02-027\a02-027-08-09.png,he
archive\iam_words\words\a02\a02-106\a02-106-04-07.png,independent
archive\iam_words\words\b05\b05-058\b05-058-04-10.png,Jews
archive\iam_words\words\b06\b06-049\b06-049-00-03.png,our
archive\iam_words\words\b01\b01-044\b01-044-05-07.png,reserves
archive\iam_words\words\c03\c03-084e\c03-084e-02-03.png,without
archive\iam_words\words\b04\b04-010\b04-010-04-01.png,the
archive\iam_words\words\d06\d06-056\d06-056-02-04.png,cause
archive\iam_words\words\e04\e04-019\e04-019-07-03.png,place
archive\iam_words\words\a06\a06-134\a06-134-02-00.png,tell
archive\iam_words\words\a05\a05-080\a05-080-05-00.png,on
archive\iam_words\words\e06\e06-033\e06-033-04-05.png,tide
archive\iam_words\words\a06\a06-014\a06-014-09-01.png,commit
archive\iam_words\words\a06\a06-075\a06-075-00-01.png,After
archive\iam_words\words\c03\c03-000b\c03-000b-05-08.png,and
archive\iam_words\words\c06\c06-043\c06-043-08-04.png,the
archive\iam_words\words\c03\c03-094d\c03-094d-02-03.png,always
archive\iam_words\words\c03\c03-087a\c03-087a-04-01.png,him
archive\iam_words\words\b06\b06-045\b06-045-07-06.png,majorities
archive\iam_words\words\d04\d04-047\d04-047-05-02.png,of
archive\iam_words\words\b05\b05-042\b05-042-00-04.png,the
archive\iam_words\words\c03\c03-094f\c03-094f-07-03.png,but
archive\iam_words\words\a04\a04-085\a04-085-03-05.png,examination
archive\iam_words\words\b04\b04-187\b04-187-02-13.png,the
archive\iam_words\words\d06\d06-063\d06-063-09-06.png,might
archive\iam_words\words\a04\a04-039\a04-039-03-03.png,peace
archive\iam_words\words\d06\d06-050\d06-050-05-11.png,night
archive\iam_words\words\b04\b04-154\b04-154-05-06.png,may
archive\iam_words\words\a01\a01-020x\a01-020x-08-00.png,of
archive\iam_words\words\b04\b04-004\b04-004-10-04.png,.
archive\iam_words\words\e01\e01-062\e01-062-06-06.png,all
archive\iam_words\words\a03\a03-047\a03-047-03-07.png,.
archive\iam_words\words\c04\c04-075\c04-075-01-02.png,pianist
archive\iam_words\words\e07\e07-000\e07-000-03-01.png,million
archive\iam_words\words\b06\b06-087\b06-087-06-01.png,unilateral
archive\iam_words\words\c04\c04-116\c04-116-03-03.png,Love
archive\iam_words\words\e04\e04-091\e04-091-04-01.png,for
archive\iam_words\words\a04\a04-006\a04-006-03-08.png,Berlin
archive\iam_words\words\d01\d01-016\d01-016-02-04.png,different
archive\iam_words\words\e07\e07-012\e07-012-08-01.png,to
archive\iam_words\words\c06\c06-011\c06-011-02-07.png,Boy
archive\iam_words\words\b04\b04-154\b04-154-04-01.png,African
archive\iam_words\words\c03\c03-094e\c03-094e-08-09.png,","
archive\iam_words\words\a01\a01-087u\a01-087u-06-01.png,the
archive\iam_words\words\a01\a01-026u\a01-026u-03-03.png,.
archive\iam_words\words\c06\c06-116\c06-116-02-04.png,Miss
archive\iam_words\words\e02\e02-117\e02-117-08-01.png,who
archive\iam_words\words\c02\c02-056\c02-056-04-08.png,much
archive\iam_words\words\b01\b01-094\b01-094-09-01.png,recognise
archive\iam_words\words\b04\b04-004\b04-004-08-04.png,by
archive\iam_words\words\b04\b04-066\b04-066-01-06.png,.
archive\iam_words\words\b06\b06-110\b06-110-02-07.png,board
archive\iam_words\words\c03\c03-016d\c03-016d-06-09.png,","
archive\iam_words\words\c04\c04-039\c04-039-07-04.png,mind
archive\iam_words\words\b03\b03-098\b03-098-00-06.png,are
archive\iam_words\words\c02\c02-000\c02-000-05-01.png,of
archive\iam_words\words\b06\b06-075\b06-075-09-02.png,who
archive\iam_words\words\b01\b01-073\b01-073-01-01.png,was
archive\iam_words\words\c03\c03-094b\c03-094b-05-02.png,grotesque
archive\iam_words\words\c03\c03-003d\c03-003d-02-03.png,is
archive\iam_words\words\e04\e04-099\e04-099-01-00.png,plan
archive\iam_words\words\d07\d07-102\d07-102-02-06.png,in
archive\iam_words\words\b06\b06-097\b06-097-01-01.png,of
archive\iam_words\words\a02\a02-020\a02-020-04-06.png,.
archive\iam_words\words\e01\e01-113\e01-113-04-01.png,forefinger
archive\iam_words\words\a01\a01-117\a01-117-07-04.png,the
archive\iam_words\words\a04\a04-050\a04-050-04-04.png,Party
archive\iam_words\words\b01\b01-094\b01-094-05-05.png,Malagasy
archive\iam_words\words\d04\d04-117\d04-117-04-04.png,who
archive\iam_words\words\e04\e04-043\e04-043-00-07.png,seaworthy
archive\iam_words\words\a01\a01-132x\a01-132x-01-04.png,adjustment
archive\iam_words\words\a01\a01-087u\a01-087u-07-06.png,show
archive\iam_words\words\c03\c03-094f\c03-094f-07-02.png,moods
archive\iam_words\words\d06\d06-037\d06-037-07-00.png,conditions
archive\iam_words\words\a04\a04-081\a04-081-02-01.png,.
archive\iam_words\words\a01\a01-058x\a01-058x-09-02.png,.
archive\iam_words\words\a01\a01-072u\a01-072u-00-00.png,These
archive\iam_words\words\c02\c02-000\c02-000-02-03.png,suddenly
archive\iam_words\words\a06\a06-025\a06-025-07-00.png,agreed
archive\iam_words\words\d06\d06-000\d06-000-00-03.png,place
archive\iam_words\words\c02\c02-012\c02-012-08-02.png,the
archive\iam_words\words\b01\b01-044\b01-044-01-09.png,.
archive\iam_words\words\b06\b06-036\b06-036-00-07.png,Nato
archive\iam_words\words\c03\c03-084d\c03-084d-06-01.png,","
archive\iam_words\words\a02\a02-032\a02-032-05-05.png,take
archive\iam_words\words\d04\d04-053\d04-053-03-04.png,in
